depvar;genitive_type;por_length_words;pum_length_words;animacy;alpha_persistence_S;alpha_persistence_OF;alpha_persistence_NN;beta_persistence_S;beta_persistence_OF;beta_persistence_NN;TTR;por_thematicity_ptw;pum_thematicity_ptw;final_sibilancy;time;por_head_noun;pum_head_noun;register;filename;period;year;gen_phrase
0;OF;3;1;non-animate;no;yes;no;no;yes;yes;45;0.96;0.48;no;-0.995451562;OTHER;sight;news;1744lon2.n3b;1700-1749;1744;sight of the port of constantinople
1;S;3;1;non-animate;no;yes;no;no;yes;no;45;0.48;0.48;no;-0.995451562;OTHER;distance;news;1744lon2.n3b;1700-1749;1744;leagues distance
1;S;2;1;animate;no;yes;no;no;yes;yes;43;0.48;0.48;no;-0.995451562;OTHER;OTHER;news;1744lon2.n3b;1700-1749;1744;albanis palace
0;OF;2;3;animate;no;no;no;no;no;no;39;1.79;1.79;no;-0.965451562;OTHER;OTHER;letters;1747ches.x3b;1700-1749;1747;the air and manners of an outrageous madman
0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;3.58;1.79;yes;-0.965451562;OTHER;consequences;letters;1747ches.x3b;1700-1749;1747;the consequences of that vice
0;OF;1;2;non-animate;no;yes;no;no;yes;no;45;7.17;3.58;no;-0.965451562;OTHER;name;letters;1747ches.x3b;1700-1749;1747;the seducing name of pleasure
0;OF;1;2;animate;no;yes;no;no;yes;no;45;5.38;10.75;no;-0.965451562;gentleman;OTHER;letters;1747ches.x3b;1700-1749;1747;the true pleasures of a gentleman
0;OF;1;2;animate;no;yes;no;no;yes;no;45;5.38;10.75;no;-0.965451562;gentleman;OTHER;letters;1747ches.x3b;1700-1749;1747;the real pleasures of a gentleman
0;OF;1;1;non-animate;no;no;no;no;yes;no;47;1.79;1.79;no;-0.965451562;minister;OTHER;letters;1747ches.x3b;1700-1749;1747;the employment of minister
0;OF;2;2;non-animate;no;no;no;no;yes;no;45;4.24;2.12;no;-0.955451562;OTHER;OTHER;letters;1748ches.x3b;1700-1749;1748;the full benefit of an english education
0;OF;2;1;animate;no;no;no;no;no;yes;36;4.24;2.12;no;-0.955451562;man;OTHER;letters;1748ches.x3b;1700-1749;1748;the characteristic of a well-bred man
0;OF;1;2;non-animate;no;no;no;no;yes;yes;41;6.36;2.12;no;-0.955451562;it;consequence;letters;1748ches.x3b;1700-1749;1748;in consequence of it
0;OF;3;2;animate;no;no;no;no;no;yes;44;4.24;2.12;no;-0.955451562;man;OTHER;letters;1748ches.x3b;1700-1749;1748;the proper behavior of a man of fashion
1;S;1;1;animate;no;no;yes;no;yes;yes;42;2.26;4.52;no;-0.925451562;OTHER;OTHER;letters;1751rich.x4b;1750-1799;1751;cottons virgil
1;S;3;1;animate;no;no;no;no;no;yes;41;2.26;2.26;no;-0.925451562;OTHER;OTHER;letters;1751rich.x4b;1750-1799;1751;millars shop
1;S;1;2;animate;no;no;no;no;yes;no;40;4.52;4.52;no;-0.925451562;OTHER;behaviour;letters;1751rich.x4b;1750-1799;1751;deans savage behaviour
1;S;2;1;animate;yes;no;no;yes;yes;no;40;4.52;2.26;no;-0.925451562;OTHER;OTHER;letters;1751rich.x4b;1750-1799;1751;orrerys observation
0;OF;7;1;non-animate;no;no;no;no;yes;no;46;1.04;1.04;yes;-0.915451562;OTHER;favour;news;1752lon1.n4b;1750-1799;1752;favour of our commerce at santa croce and saffia
0;OF;3;1;non-animate;yes;yes;no;yes;yes;yes;41;0.35;0.35;yes;-0.915451562;OTHER;navigation;news;1752lon1.n4b;1750-1799;1752;the navigation of the regencies of africa
0;OF;1;1;non-animate;no;no;no;no;no;yes;41;1.39;0.35;no;-0.915451562;europe;affairs;news;1752lon1.n4b;1750-1799;1752;the affairs of europe
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;42;1.04;0.69;no;-0.915451562;month;OTHER;news;1752lon1.n4b;1750-1799;1752;the 5th of next month
0;OF;1;2;non-animate;no;yes;no;no;yes;yes;41;0.69;2.08;no;-0.915451562;OTHER;up;news;1752lon1.n4b;1750-1799;1752;the breaking up of the dyet
0;OF;1;1;non-animate;no;no;no;no;yes;yes;45;0.35;0.35;no;-0.915451562;OTHER;frontiers;news;1752lon1.n4b;1750-1799;1752;the frontiers of the ukrain
0;OF;1;1;non-animate;no;yes;yes;no;yes;no;44;1.04;1.04;no;-0.915451562;town;inhabitants;news;1752lon1.n4b;1750-1799;1752;the inhabitants of this town
0;OF;4;1;animate;no;no;no;no;yes;no;44;3.47;0.69;no;-0.915451562;king;OTHER;news;1752lon1.n4b;1750-1799;1752;the election of a king of the romans
0;OF;2;1;animate;no;yes;no;no;yes;no;40;0.35;1.04;no;-0.915451562;OTHER;favour;news;1752lon1.n4b;1750-1799;1752;favour of the archduke joseph
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;42;1.39;1.39;no;-0.915451562;europe;OTHER;news;1752lon1.n4b;1750-1799;1752;the courts of europe
0;OF;4;1;animate;no;no;no;no;no;no;45;3.47;0.35;no;-0.915451562;king;endeavours;news;1752lon1.n4b;1750-1799;1752;the endeavours of the king of great britain
0;OF;1;1;non-animate;no;no;no;no;yes;no;41;1.04;0.69;no;-0.915451562;island;OTHER;news;1752lon1.n4b;1750-1799;1752;the coasts of that island
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;41;1.39;1.39;no;-0.915451562;empire;service;news;1752lon1.n4b;1750-1799;1752;the service of this empire
0;OF;1;1;non-animate;no;no;no;no;yes;yes;44;0.69;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;commandant of the cavalry
0;OF;3;1;non-animate;no;yes;no;no;yes;yes;47;0.69;0.35;no;-0.915451562;river;OTHER;news;1752lon1.n4b;1750-1799;1752;the mouth of the river of tetuan
0;OF;2;1;non-animate;no;no;no;no;yes;no;47;0.69;0.35;no;-0.915451562;OTHER;cannon;news;1752lon1.n4b;1750-1799;1752;the cannon of their castle
0;OF;7;1;non-animate;no;yes;no;no;yes;no;44;0.35;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the voyage of the confort of the infant duke of parma
0;OF;2;1;non-animate;no;no;no;no;yes;yes;40;1.04;0.35;no;-0.915451562;month;OTHER;news;1752lon1.n4b;1750-1799;1752;the 28th of last month
0;OF;1;2;non-animate;no;yes;no;no;yes;yes;40;0.69;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the several colleges of the dyet
0;OF;1;6;non-animate;no;no;no;no;yes;yes;41;0.35;1.04;no;-0.915451562;OTHER;letters;news;1752lon1.n4b;1750-1799;1752;the letters which were receivd from thence of the 13th
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;42;0.69;1.39;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the truth of this report
0;OF;6;1;non-animate;no;yes;no;no;yes;yes;46;0.69;1.04;no;-0.915451562;OTHER;favour;news;1752lon1.n4b;1750-1799;1752;favour of the curate of st john in greve
0;OF;1;1;non-animate;no;yes;no;no;yes;no;43;0.69;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the making of that decree
0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;1.04;0.35;yes;-0.915451562;france;OTHER;news;1752lon1.n4b;1750-1799;1752;the clergy of france
0;OF;2;1;non-animate;no;no;no;no;yes;yes;45;1.04;0.35;no;-0.915451562;month;OTHER;news;1752lon1.n4b;1750-1799;1752;the 20th of last month
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;42;0.35;0.35;yes;-0.915451562;nations;OTHER;news;1752lon1.n4b;1750-1799;1752;the armies of other nations
1;S;1;5;animate;no;yes;no;no;yes;no;43;0.69;1.04;yes;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;marcelluss soldiers of 6 feet high
0;OF;3;1;animate;no;no;no;no;yes;no;43;1.04;0.69;no;-0.915451562;duke;life;news;1752lon1.n4b;1750-1799;1752;the life of the duke of orleans
0;OF;2;1;animate;no;yes;no;no;yes;no;40;1.04;0.35;no;-0.915451562;duke;OTHER;news;1752lon1.n4b;1750-1799;1752;grandfather of the present duke
1;S;3;1;non-animate;no;yes;no;no;yes;yes;39;0.35;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;companus actions
0;OF;2;1;animate;no;no;no;no;yes;no;42;0.35;1.04;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the murder of colin campbell
0;OF;3;1;animate;no;no;no;no;yes;yes;46;0.35;0.69;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the lady of sir charles loraine
1;S;2;1;animate;no;yes;no;no;yes;yes;46;0.35;1.04;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;guises regiments
1;S;1;1;animate;no;no;no;no;yes;yes;42;0.35;0.35;no;-0.915451562;coroner;OTHER;news;1752lon1.n4b;1750-1799;1752;coroners inquest
0;OF;1;1;non-animate;yes;no;no;yes;yes;yes;44;0.35;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;palliation of his guilt
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;44;1.04;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the perpetration of this murder
1;S;2;1;animate;no;yes;no;no;yes;no;43;0.35;0.69;no;-0.915451562;man;OTHER;news;1752lon1.n4b;1750-1799;1752;mans arm
0;OF;1;2;non-animate;no;yes;no;no;yes;no;41;1.39;0.35;no;-0.915451562;europe;OTHER;news;1752lon1.n4b;1750-1799;1752;the great cities of europe
0;OF;1;1;animate;no;yes;no;no;yes;yes;40;0.35;0.69;no;-0.915451562;OTHER;life;news;1752lon1.n4b;1750-1799;1752;the life of that monarhc
0;OF;1;1;animate;no;yes;no;no;yes;yes;44;1.39;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the example of alexander
0;OF;1;1;animate;no;yes;no;no;yes;yes;44;1.04;0.69;yes;-0.915451562;neighbours;dominions;news;1752lon1.n4b;1750-1799;1752;the dominions of his neighbours
0;OF;4;1;non-animate;no;yes;no;no;yes;no;39;0.69;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the sirname of the alexander of the north
0;OF;1;1;non-animate;no;yes;no;no;yes;no;38;0.69;1.04;yes;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the author of this piece
1;S;3;1;animate;no;yes;no;no;yes;no;37;3.47;0.69;no;-0.915451562;king;character;news;1752lon1.n4b;1750-1799;1752;swedens character
0;OF;2;3;non-animate;yes;yes;no;yes;yes;no;41;1.04;1.39;no;-0.915451562;age;OTHER;news;1752lon1.n4b;1750-1799;1752;the most celebrated historians of our age
0;OF;1;1;animate;no;no;no;no;yes;no;44;1.04;0.69;yes;-0.915451562;neighbours;dominions;news;1752lon1.n4b;1750-1799;1752;the dominions of his neighbours
0;OF;1;3;non-animate;no;yes;no;no;yes;no;42;0.35;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;very unjust censurers of his conduct
0;OF;1;1;animate;no;no;no;no;yes;yes;45;0.69;0.35;no;-0.915451562;people;OTHER;news;1752lon1.n4b;1750-1799;1752;the repose of his people
0;OF;3;2;animate;no;no;no;no;yes;yes;44;1.04;0.35;yes;-0.915451562;neighbours;forces;news;1752lon1.n4b;1750-1799;1752;the united forces of all its neighbours
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;43;1.39;0.35;no;-0.915451562;kingdom;OTHER;news;1752lon1.n4b;1750-1799;1752;the ruin of his kingdom
0;OF;1;1;animate;no;no;no;no;yes;no;44;1.39;0.35;yes;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the credit of those historians
0;OF;1;1;non-animate;no;yes;no;no;yes;no;44;1.04;0.35;no;-0.915451562;letter;OTHER;news;1752lon1.n4b;1750-1799;1752;the bounds of a letter
0;OF;2;2;non-animate;no;yes;no;no;yes;yes;44;1.39;0.35;no;-0.915451562;empire;OTHER;news;1752lon1.n4b;1750-1799;1752;high admiral of the ottoman empire
0;OF;3;1;non-animate;no;yes;no;no;yes;yes;42;0.35;0.35;yes;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;virtue of the grand signors engagements
1;S;2;1;animate;no;yes;no;no;yes;yes;42;0.35;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;grand signors engagements
0;OF;1;4;non-animate;no;no;no;no;no;yes;31;1.09;0.36;no;-0.915451562;kingdom;forces;news;1752lon2.n4b;1750-1799;1752;the sea and land forces of the kingdom
1;S;1;1;animate;no;no;no;no;yes;no;43;3.99;0.36;no;-0.915451562;king;OTHER;news;1752lon2.n4b;1750-1799;1752;kings galleys
0;OF;1;1;non-animate;yes;no;no;yes;yes;no;43;1.45;1.09;no;-0.915451562;order;OTHER;news;1752lon2.n4b;1750-1799;1752;the money of the order
0;OF;3;1;non-animate;yes;yes;no;yes;yes;yes;47;0.36;0.36;yes;-0.915451562;OTHER;OTHER;news;1752lon2.n4b;1750-1799;1752;the deputies of the staes of artois
0;OF;1;1;non-animate;no;yes;no;yes;yes;yes;40;1.09;0.36;no;-0.915451562;kingdom;OTHER;news;1752lon2.n4b;1750-1799;1752;the clergy of the kingdom
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;43;2.54;0.36;no;-0.915451562;OTHER;OTHER;news;1752lon2.n4b;1750-1799;1752;the expences of the same
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;40;2.54;0.73;no;-0.915451562;nation;OTHER;news;1752lon2.n4b;1750-1799;1752;the embassador of the NN-cherrokee nation
0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;41;1.09;2.54;no;-0.915451562;colony;inhabitants;news;1752lon2.n4b;1750-1799;1752;the inhabitants of this colony
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;42;2.54;3.63;no;-0.915451562;nation;OTHER;news;1752lon2.n4b;1750-1799;1752;the emperor of the NN-cherrokee nation
0;OF;1;1;non-animate;no;no;no;no;yes;yes;40;1.09;1.09;no;-0.915451562;colony;subjects;news;1752lon2.n4b;1750-1799;1752;the subjects of that colony
0;OF;5;1;non-animate;no;yes;no;no;yes;no;45;0.36;0.36;yes;-0.915451562;OTHER;OTHER;news;1752lon2.n4b;1750-1799;1752;the pastors of the several prishes of this city
0;OF;3;2;non-animate;no;yes;no;no;yes;yes;42;0.36;1.81;no;-0.915451562;OTHER;cause;news;1752lon2.n4b;1750-1799;1752;the principal cause of our coming here
1;S;4;1;animate;no;yes;no;no;yes;no;44;3.99;1.09;no;-0.915451562;king;subjects;news;1752lon2.n4b;1750-1799;1752;king of great britains subjects
0;OF;1;1;non-animate;yes;yes;no;yes;yes;no;45;0.73;2.54;no;-0.915451562;OTHER;inhabitants;news;1752lon2.n4b;1750-1799;1752;inhabitants of this dominion
0;OF;2;1;non-animate;no;no;no;no;yes;yes;42;1.81;0.73;no;-0.915451562;council;OTHER;news;1752lon2.n4b;1750-1799;1752;the advice of his majestys council
1;S;1;1;animate;no;yes;no;no;yes;yes;42;2.54;1.81;no;-0.915451562;majesty;council;news;1752lon2.n4b;1750-1799;1752;majestys council
