depvar;depvar_binary;genitive_type;por_length_words;pum_length_words;animacy;alpha_persistence_S;alpha_persistence_OF;alpha_persistence_NN;beta_persistence_S;beta_persistence_OF;beta_persistence_NN;TTR;por_thematicity_ptw;pum_thematicity_ptw;final_sibilancy;time;por_head_noun;pum_head_noun;register;filename;period;year;gen_phrase
3;1;NN;1;1;non-animate;no;no;no;no;yes;no;46;2.15;2.15;no;-1.075451562;OTHER;OTHER;letters;1736swft.x3b;1700-1749;1736;NN-publick management
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;44;4.3;2.15;no;-1.075451562;OTHER;OTHER;letters;1736swft.x3b;1700-1749;1736;the season of virtue
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;45;6.88;1.47;no;-1.005451562;court;ministers;news;1743lon1.n3b;1700-1749;1743;the ministers of his court
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;42;0.98;0.49;yes;-1.005451562;states;OTHER;news;1743lon1.n3b;1700-1749;1743;the confines of the states
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;44;0.49;0.49;no;-1.005451562;OTHER;opening;news;1743lon1.n3b;1700-1749;1743;the opening of the campaign
1;0;OF;3;1;animate;no;no;no;no;no;no;46;0.48;0.48;yes;-0.995451562;OTHER;OTHER;news;1744lon2.n3b;1700-1749;1744;parties of the austrians and imperialists
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;44;1.93;0.48;no;-0.995451562;town;OTHER;news;1744lon2.n3b;1700-1749;1744;the gate of the town
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;45;1.93;0.96;yes;-0.995451562;OTHER;building;news;1744lon2.n3b;1700-1749;1744;the building of a bridge
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;40;1.79;1.79;no;-0.965451562;OTHER;OTHER;letters;1747ches.x3b;1700-1749;1747;the loss of ones nose
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;41;1.79;1.79;no;-0.965451562;OTHER;destruction;letters;1747ches.x3b;1700-1749;1747;the total destruction of health
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;10.75;1.79;yes;-0.965451562;OTHER;OTHER;letters;1747ches.x3b;1700-1749;1747;the catalogue of pleasures
1;0;OF;5;3;animate;no;yes;no;no;yes;no;41;7.17;10.75;no;-0.965451562;OTHER;OTHER;letters;1747ches.x3b;1700-1749;1747;the catalogue of pleasures of most of those young people
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;1.79;1.79;no;-0.965451562;OTHER;OTHER;letters;1747ches.x3b;1700-1749;1747;the bound of moderation
1;0;OF;3;1;non-animate;no;no;no;no;yes;no;40;10.75;3.58;yes;-0.965451562;OTHER;subject;letters;1747ches.x3b;1700-1749;1747;the subject of your amusements and pleasures
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;45;2.12;2.12;yes;-0.955451562;OTHER;rays;letters;1748ches.x3b;1700-1749;1748;the rays of greatness
1;0;OF;2;1;non-animate;yes;no;no;no;no;no;41;2.26;2.26;no;-0.925451562;OTHER;OTHER;letters;1751rich.x4b;1750-1799;1751;the advantage of a liberal education
1;0;OF;1;2;non-animate;no;no;yes;no;no;no;41;3.55;3.55;no;-0.925451562;OTHER;day;letters;1751smlt.x4b;1750-1799;1751;the last day of procrastination
1;0;OF;1;1;animate;no;yes;yes;no;yes;no;45;3.55;3.55;no;-0.925451562;family;OTHER;letters;1751smlt.x4b;1750-1799;1751;the occasions of my family
1;0;OF;1;1;non-animate;no;no;no;no;no;yes;26;1.39;0.35;no;-0.915451562;OTHER;OTHER;news;1752lon1.n4b;1750-1799;1752;the rank of general
3;1;NN;1;1;non-animate;no;yes;no;no;yes;no;45;0.35;0.35;no;-0.915451562;sun;OTHER;news;1752lon1.n4b;1750-1799;1752;NN-sun rise
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;33;1.39;0.35;no;-0.915451562;OTHER;post;news;1752lon1.n4b;1750-1799;1752;the post of lieutenant general
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;42;0.69;0.35;no;-0.915451562;OTHER;effects;news;1752lon1.n4b;1750-1799;1752;the NN-bell effects
2;0;S;1;1;animate;yes;yes;no;yes;yes;no;38;3.99;0.36;no;-0.915451562;OTHER;troops;news;1752lon2.n4b;1750-1799;1752;kings troops
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;no;40;0.36;0.36;yes;-0.915451562;OTHER;OTHER;news;1752lon2.n4b;1750-1799;1752;masters of ships
3;1;NN;1;1;animate;no;yes;no;no;yes;yes;39;1.45;2.54;no;-0.915451562;OTHER;OTHER;news;1752lon2.n4b;1750-1799;1752;NN-cherrokee nation
3;1;NN;1;1;animate;no;yes;no;no;yes;yes;40;1.45;2.54;no;-0.915451562;OTHER;OTHER;news;1752lon2.n4b;1750-1799;1752;NN-cherrokee nation
1;0;OF;1;1;animate;no;yes;no;no;yes;no;41;3.63;0.36;yes;-0.915451562;OTHER;OTHER;news;1752lon2.n4b;1750-1799;1752;the camp of the cherrokees
1;0;OF;1;1;non-animate;yes;no;no;yes;yes;yes;42;2.21;2.21;no;-0.885451562;OTHER;OTHER;letters;1755john.x4b;1750-1799;1755;the criticks of the coffeehouse
1;0;OF;1;1;non-animate;no;no;no;no;no;no;41;4.42;2.21;no;-0.885451562;OTHER;OTHER;letters;1755john.x4b;1750-1799;1755;the publication of my book
1;0;OF;1;1;non-animate;no;no;yes;no;no;no;45;2.48;1.24;no;-0.845451562;society;OTHER;letters;1759smlt.x4b;1750-1799;1759;the pleasures of society
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;no;44;1.24;1.24;no;-0.845451562;OTHER;OTHER;letters;1759smlt.x4b;1750-1799;1759;the hounds of grubstreet
3;1;NN;2;1;non-animate;no;yes;no;no;yes;no;36;1.26;1.26;no;-0.815451562;OTHER;OTHER;news;1762pub1.n4b;1750-1799;1762;any NN-germany allies
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;42;0.49;0.49;yes;-0.815451562;OTHER;director;news;1762publ.n4b;1750-1799;1762;director of the works
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;39;0.49;0.49;no;-0.815451562;OTHER;OTHER;news;1762publ.n4b;1750-1799;1762;the army of the empire
1;0;OF;3;1;non-animate;no;yes;no;no;yes;yes;36;0.49;0.98;no;-0.815451562;circle;OTHER;news;1762publ.n4b;1750-1799;1762;the inhabitants of the circle of franconia
1;0;OF;1;1;non-animate;yes;no;no;yes;yes;yes;40;0.49;1.47;no;-0.815451562;government;form;news;1762publ.n4b;1750-1799;1762;the form of government
3;1;NN;1;1;animate;no;yes;no;no;no;no;39;8.33;4.17;no;-0.815451562;OTHER;OTHER;letters;1762strn.x4b;1750-1799;1762;NN-god sake
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;no;44;5.89;1.96;no;-0.805451562;OTHER;OTHER;letters;1763smlt.x4b;1750-1799;1763;the climate of england
1;0;OF;3;1;non-animate;no;no;no;no;yes;yes;39;5.95;8.93;no;-0.765451562;OTHER;OTHER;letters;1767strn.x4b;1750-1799;1767;the lady of bond-street nor square
3;1;NN;1;1;non-animate;no;no;yes;no;yes;yes;45;2.98;2.98;no;-0.765451562;house;top;letters;1767strn.x4b;1750-1799;1767;the NN-house top
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;43;3.11;3.11;no;-0.755451562;evening;OTHER;letters;1768walp.x4b;1750-1799;1768;the cool of the evening
3;1;NN;1;1;animate;no;no;no;no;yes;yes;42;6.32;1.58;no;-0.735451562;OTHER;OTHER;letters;1770burk.x4b;1750-1799;1770;the NN-publick eye
3;1;NN;1;1;non-animate;no;no;no;no;no;no;44;1.58;1.58;no;-0.735451562;court;OTHER;letters;1770burk.x4b;1750-1799;1770;the NN-court scheme
1;0;OF;1;1;non-animate;no;yes;no;yes;yes;no;46;2.09;2.09;no;-0.695451562;OTHER;OTHER;letters;1774gibn.x4b;1750-1799;1774;the horrors of chancery
3;1;NN;1;1;non-animate;no;yes;no;no;no;no;47;2.09;2.09;no;-0.695451562;evening;OTHER;letters;1774gibn.x4b;1750-1799;1774;her NN-evening devotions
3;1;NN;1;1;non-animate;no;yes;no;no;yes;no;39;0.51;0.51;no;-0.695451562;land;OTHER;news;1774lon1.n4b;1750-1799;1774;the NN-land carriage
1;0;OF;1;2;animate;no;yes;no;no;yes;no;42;0.51;1.02;yes;-0.695451562;guards;OTHER;news;1774lon1.n4b;1750-1799;1774;lieutenant colonel of the guards
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;39;0.51;0.51;no;-0.695451562;OTHER;OTHER;news;1774lon1.n4b;1750-1799;1774;the environs of dantzick
1;0;OF;1;1;non-animate;no;no;no;no;no;yes;45;4.42;3.54;no;-0.695451562;OTHER;sale;news;1774lon2.n4b;1750-1799;1774;the sale of tea
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;40;0.88;0.88;no;-0.695451562;OTHER;OTHER;news;1774lon2.n4b;1750-1799;1774;the flour of wheat
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;39;0.44;0.44;no;-0.695451562;OTHER;OTHER;news;1774lon2.n4b;1750-1799;1774;the whole produce of the grain
1;0;OF;3;1;non-animate;no;no;no;no;yes;yes;42;0.44;0.44;yes;-0.695451562;OTHER;top;news;1774lon2.n4b;1750-1799;1774;the top of the first NN-floor stairs
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;38;8.58;2.86;yes;-0.685451562;ice;quantity;science;1775bark;1750-1799;1775;the quantity of ice
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;3.33;1.91;yes;-0.685451562;OTHER;contents;science;1775bark;1750-1799;1775;the contents of the pans
1;0;OF;1;1;non-animate;no;no;yes;no;yes;yes;40;0.95;2.86;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;the heat of the morning
1;0;OF;1;1;non-animate;no;no;yes;no;no;yes;38;5.72;2.38;no;-0.685451562;water;OTHER;science;1775bark;1750-1799;1775;the congelation of water
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;44;0.48;0.48;yes;-0.685451562;OTHER;nature;science;1775bark;1750-1799;1775;the spungy nature of the sugar-canes
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;44;0.95;0.95;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;stems of the indian corn
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;38;0.95;1.91;yes;-0.685451562;vessels;parts;science;1775bark;1750-1799;1775;the exterior parts of the vessels
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;35;0.95;1.43;yes;-0.685451562;vessels;OTHER;science;1775bark;1750-1799;1775;the porous substance of the vessels
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;34;3.81;0.48;no;-0.685451562;air;OTHER;science;1775bark;1750-1799;1775;the admission of the cold air
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;34;0.48;0.48;no;-0.685451562;OTHER;plane;science;1775bark;1750-1799;1775;the plane of the ground
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;34;5.72;0.48;no;-0.685451562;water;surface;science;1775bark;1750-1799;1775;the surface of the water
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;41;0.48;0.48;no;-0.685451562;table;OTHER;science;1775bark;1750-1799;1775;the supply of the table
1;0;OF;1;1;non-animate;no;no;no;no;no;no;44;1.91;0.95;no;-0.685451562;atmosphere;temperature;science;1775bark;1750-1799;1775;the temperature of the atmosphere
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;43;2.86;0.48;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;the scale of fahrenheits thermometer
2;0;S;1;1;animate;no;yes;yes;no;yes;yes;42;0.48;2.86;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;fahrenheits thermometer
1;0;OF;2;2;non-animate;yes;yes;yes;no;yes;yes;40;1.43;0.95;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;the severe heats of the NN-summer season
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;41;0.95;1.91;yes;-0.685451562;OTHER;contents;science;1775bark;1750-1799;1775;the contents of the cups
1;0;OF;3;1;non-animate;no;no;no;no;yes;yes;42;0.95;0.95;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;the stems of the large indian corn
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;39;2.86;0.48;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;the bulb of a thermometer
1;0;OF;2;2;non-animate;no;no;no;no;yes;no;39;1.43;0.95;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;the intense heats of the NN-summer season
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;39;2.86;0.95;no;-0.685451562;OTHER;temperature;science;1775bark;1750-1799;1775;the temperature of the weather
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;44;0.48;0.48;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;the 13th of april
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;46;0.48;0.48;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;the purposes of manure
1;0;OF;1;2;non-animate;no;no;no;no;yes;yes;42;3.33;0.95;yes;-0.685451562;OTHER;part;science;1775bark;1750-1799;1775;the exterior part of the pans
1;0;OF;1;1;animate;no;yes;no;no;yes;no;37;0.48;0.95;no;-0.685451562;OTHER;OTHER;science;1775bark;1750-1799;1775;the shell of the martin
1;0;OF;1;1;non-animate;no;no;no;no;no;yes;43;0.95;0.95;no;-0.685451562;OTHER;mouth;science;1775bark;1750-1799;1775;the mouth of the funnel
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;39;0.48;0.48;no;-0.685451562;evening;OTHER;science;1775bark;1750-1799;1775;the dusk of the evening
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;40;3.33;1.91;yes;-0.685451562;OTHER;contents;science;1775bark;1750-1799;1775;the whole contents of the pans
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;35;17.04;0.97;no;-0.685451562;water;OTHER;science;1775blac;1750-1799;1775;the disturbance of the water
2;0;S;1;1;animate;no;no;no;no;yes;no;40;2.43;1.95;no;-0.685451562;OTHER;OTHER;science;1775blac;1750-1799;1775;fahrenheits thermometer
1;0;OF;1;1;non-animate;no;no;no;no;no;no;37;2.43;1.95;no;-0.685451562;OTHER;beginning;science;1775blac;1750-1799;1775;the beginning of congelation
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;37;6.82;0.49;yes;-0.685451562;ice;form;science;1775blac;1750-1799;1775;the form of ice
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;0.97;1.95;yes;-0.685451562;OTHER;cause;science;1775blac;1750-1799;1775;the cause of this difference
1;0;OF;2;2;non-animate;no;yes;no;no;yes;yes;43;0.49;6.82;no;-0.685451562;OTHER;time;science;1775blac;1750-1799;1775;the whole time of its exposure
1;0;OF;2;1;non-animate;no;no;no;no;yes;no;42;17.04;2.92;no;-0.685451562;water;OTHER;science;1775blac;1750-1799;1775;the freezing of boiled water
1;0;OF;1;2;non-animate;no;no;no;yes;yes;no;42;0.97;0.49;no;-0.685451562;OTHER;OTHER;science;1775blac;1750-1799;1775;the short duration of the frost
3;1;NN;1;1;non-animate;no;yes;no;no;yes;no;40;1.46;0.49;no;-0.685451562;OTHER;OTHER;science;1775blac;1750-1799;1775;NN-winter quarters
1;0;OF;1;1;non-animate;no;no;no;no;no;no;41;2.92;0.97;yes;-0.685451562;OTHER;OTHER;science;1775blac;1750-1799;1775;the fissures of the rocks
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;39;0.49;0.49;no;-0.685451562;evening;OTHER;science;1775blac;1750-1799;1775;the warmth of the evening
1;0;OF;2;2;non-animate;no;yes;yes;no;yes;yes;41;0.49;0.49;yes;-0.685451562;OTHER;volume;science;1775blac;1750-1799;1775;the NN-lxiid volume of the philosophical transactions
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;45;1.46;0.49;no;-0.685451562;OTHER;OTHER;science;1775blac;1750-1799;1775;the uncommon coldness of the season
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;0.49;0.97;no;-0.685451562;powder;force;science;1775blac;1750-1799;1775;the force of the powder
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;38;6.82;0.97;yes;-0.685451562;ice;appearance;science;1775blac;1750-1799;1775;the first appearance of ice
1;0;OF;1;1;non-animate;no;no;no;no;no;no;41;0.48;0.48;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;the link of the chain
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;35;0.48;1.45;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;the circumstances of the climate
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;33;2.91;2.91;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;the quality of the drug
1;0;OF;2;2;non-animate;no;yes;no;no;yes;no;39;2.91;18.42;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;the myrrh is of a second quality
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;35;2.91;0.48;yes;-0.685451562;trees;OTHER;science;1775bruc;1750-1799;1775;the trunks of old trees
1;0;OF;2;1;non-animate;no;no;no;no;no;no;43;3.88;0.48;no;-0.685451562;country;OTHER;science;1775bruc;1750-1799;1775;the natives of its country
3;1;NN;2;1;non-animate;no;no;no;no;yes;no;45;0.97;0.48;yes;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;four NN-days journey
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;43;0.48;0.48;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;the consistence of paste
1;0;OF;1;1;non-animate;yes;no;no;yes;yes;yes;46;0.97;0.48;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;the 27th of august
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;yes;43;0.97;0.48;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;the 29th of june
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;43;0.48;0.48;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;the borders of the taltal
2;0;S;1;1;non-animate;no;no;no;no;no;yes;44;0.48;0.48;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;boats crew
1;0;OF;2;1;non-animate;yes;no;yes;no;yes;yes;42;9.69;1.94;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;the drawing of the myrrh tree
1;0;OF;1;3;non-animate;no;yes;no;no;yes;yes;38;2.91;2.42;yes;-0.685451562;trees;OTHER;science;1775bruc;1750-1799;1775;the branches and bark of the trees
1;0;OF;1;3;non-animate;no;no;no;no;yes;no;40;0.97;1.94;no;-0.685451562;OTHER;part;science;1775bruc;1750-1799;1775;the whole upper part of the trunk
1;0;OF;2;4;non-animate;no;yes;no;no;yes;yes;37;0.48;0.48;no;-0.685451562;latitude;degree;science;1775bruc;1750-1799;1775;the 12th and 13th degree of north latitude
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;43;0.97;1.45;no;-0.685451562;OTHER;OTHER;science;1775bruc;1750-1799;1775;the coast of the red-sea
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;38;3.88;1.45;no;-0.685451562;OTHER;edge;science;1775gard;1750-1799;1775;the lower edge of the fin
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;44;4.85;1.45;no;-0.685451562;head;base;science;1775gard;1750-1799;1775;the base of the head
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;35;4.85;1.45;no;-0.685451562;head;base;science;1775gard;1750-1799;1775;the base of the head
1;0;OF;1;1;animate;no;yes;no;no;yes;no;41;12.12;7.76;yes;-0.685451562;fish;body;science;1775gard;1750-1799;1775;the body of the fish
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;42;3.88;1.94;no;-0.685451562;tail;extremity;science;1775gard;1750-1799;1775;the extremity of the tail
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;37;0.48;0.48;yes;-0.685451562;OTHER;OTHER;science;1775gard;1750-1799;1775;the situation of the anus
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;43;7.76;2.42;no;-0.685451562;body;skin;science;1775gard;1750-1799;1775;the skin of the body
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;37;5.82;1.45;no;-0.685451562;OTHER;base;science;1775gard;1750-1799;1775;the base of the carina
1;0;OF;3;1;non-animate;no;yes;no;no;yes;yes;34;3.88;1.94;no;-0.685451562;OTHER;extremity;science;1775gard;1750-1799;1775;the extremity of the tail or fin
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;30;7.76;5.33;no;-0.685451562;body;part;science;1775gard;1750-1799;1775;the upper part of the body
1;0;OF;1;1;animate;no;no;no;no;yes;no;38;12.12;7.76;yes;-0.685451562;fish;body;science;1775gard;1750-1799;1775;the body of the fish
3;1;NN;1;1;non-animate;no;yes;no;no;yes;no;41;1.45;12.12;no;-0.685451562;OTHER;OTHER;science;1775gard;1750-1799;1775;NN-surinam fish
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;37;2.91;1.94;no;-0.685451562;OTHER;distance;science;1775gard;1750-1799;1775;the distance of an inch
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;44;3.88;0.48;no;-0.685451562;tail;point;science;1775gard;1750-1799;1775;the point of the tail
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;43;2.91;5.33;no;-0.685451562;OTHER;part;science;1775gard;1750-1799;1775;the upper part of the back
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;39;3.54;3.03;no;-0.685451562;OTHER;OTHER;science;1775hunt;1750-1799;1775;the whole powers of life
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;34;8.59;0.51;no;-0.685451562;heat;production;science;1775hunt;1750-1799;1775;the production of heat
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;40;8.59;2.02;no;-0.685451562;heat;OTHER;science;1775hunt;1750-1799;1775;the conductor of the cold and heat
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;no;36;6.57;2.02;no;-0.685451562;vessel;mouth;science;1775hunt;1750-1799;1775;the mouth of the vessel
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;39;2.02;0.51;no;-0.685451562;OTHER;ends;science;1775hunt;1750-1799;1775;the external ends of the hair
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;42;7.58;0.51;no;-0.685451562;experiment;OTHER;science;1775hunt;1750-1799;1775;the failure of the last experiment
2;0;S;1;1;animate;no;no;no;no;yes;no;41;0.51;1.52;no;-0.685451562;OTHER;OTHER;science;1775hunt;1750-1799;1775;fahrenheits thermometer
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;40;6.57;0.51;no;-0.685451562;vessel;sides;science;1775hunt;1750-1799;1775;the sides of the vessel
3;1;NN;1;1;animate;no;no;no;no;yes;yes;44;8.09;2.02;no;-0.685451562;animal;OTHER;science;1775hunt;1750-1799;1775;the NN-animal juices
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;0.51;2.53;no;-0.685451562;OTHER;time;science;1775hunt;1750-1799;1775;the time of application
3;1;NN;1;1;animate;no;no;no;no;yes;no;42;8.09;3.03;no;-0.685451562;animal;OTHER;science;1775hunt;1750-1799;1775;NN-animal powers
3;1;NN;1;1;animate;no;no;yes;no;yes;no;41;8.09;3.54;no;-0.685451562;animal;OTHER;science;1775hunt;1750-1799;1775;NN-animal life
3;1;NN;1;1;animate;yes;yes;no;no;yes;no;37;8.09;2.02;no;-0.685451562;animal;OTHER;science;1775hunt;1750-1799;1775;the NN-animal juices
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;34;7.75;3.39;no;-0.685451562;latitude;difference;science;1775mask;1750-1799;1775;the observed difference of latitude
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;34;7.75;3.39;no;-0.685451562;latitude;difference;science;1775mask;1750-1799;1775;the difference of latitude
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;31;7.75;0.97;no;-0.685451562;latitude;OTHER;science;1775mask;1750-1799;1775;the parallels of latitude
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;29;12.6;2.42;no;-0.685451562;hill;sides;science;1775mask;1750-1799;1775;contrary sides of the hill
3;1;NN;2;1;non-animate;yes;yes;no;yes;yes;no;38;0.97;0.48;yes;-0.685451562;inches;diameter;science;1775mask;1750-1799;1775;9 NN-inches diameter
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;35;7.75;3.39;no;-0.685451562;latitude;difference;science;1775mask;1750-1799;1775;the difference of latitude
1;0;OF;2;3;non-animate;no;yes;no;no;yes;no;34;3.39;2.42;yes;-0.685451562;OTHER;distance;science;1775mask;1750-1799;1775;the measured horizontal distance of the two stations
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;35;0.97;1.45;no;-0.685451562;OTHER;length;science;1775mask;1750-1799;1775;the length of a degree of latitude
